return_id,order_id,customer_id,email,return_date,reason,return_type,refunded_amount,return_channel,agent_id,refund_method
RTN-78832268,ORD-05750526,GUEST-101872,michaelwheeler@example.com,2026-05-03,Arrived damaged,Refund,951.19,Ebay,ONLINE,Credit Card
RTN-13426699,ORD-05750526,GUEST-101872,michaelwheeler@example.com,2026-06-03,Changed mind,Refund,0.0,Ebay,ONLINE,Credit Card
RTN-56487515,ORD-06586943,CUST-5882,katie.rodgers@gmail.com,2026-05-24,Changed mind,refund,1348.17,  Web ,ONLINE,Credit Card
RTN-72400005,ORD-50059277,CUST-7764,bonnie.wilcox@yahoo.com,2026-04-21,No longer needed,Refund,321.19,Ebay,ONLINE,Credit Card
RTN-45092413,ORD-14294604,CUST-8211,kevin.riley@hotmail.com,2026-06-17,No longer needed,Refund,1155.6,WEB,ONLINE,Apple Pay
RTN-79065128,ORD-29627965,CUST-10698,joel.sims@gmail.com,2026-05-04,Defective,Refund,112.52,Phone,CSR-0008,Credit Card
RTN-76026969,ORD-69198496,GUEST-102784,ricardojohnson@example.org,2026-05-13,Item arrived late,Refund,1017.08,Social Media,ONLINE,Credit Card
RTN-45395868,ORD-69198496,GUEST-102784,ricardojohnson@example.org,2026-06-14,Defective,Refund,0.0,Social Media,ONLINE,Credit Card
RTN-09621011,ORD-25944860,CUST-7814,james.ortiz@gmail.com,2026-07-01,Product did not match description,Refund,253.55,Web,ONLINE,Credit Card
RTN-03005778,ORD-33296323,CUST-6697,kathryn.riley@hotmail.com,2026-06-28,Product did not match description,Refund,3813.69,Ebay,ONLINE,Credit Card
RTN-82688969,ORD-64732563,CUST-7694,amy.wright@yahoo.com,2026-04-16,Damaged in transit,Refund,1001.32,Web,ONLINE,PayPal
RTN-18867587,ORD-08473678,CUST-8158,scott.jones@gmail.com,2026-04-17,Defective,REFUND,2704.56,Web,ONLINE,Credit Card
RTN-76640738,ORD-27602854,CUST-6973,kelly.ramsey@hotmail.com,2026-04-20,Defective,Refund,923.2,Social Media,ONLINE,Credit Card
RTN-43938789,ORD-71985031,CUST-11082,margaret.castro@hotmail.com,2026-04-21,Product did not match description,Refund,1831.47,Web,ONLINE,Credit Card
RTN-81146078,ORD-71327871,GUEST-103699,meganarnold@example.org,2026-06-08,Arrived damaged,Refund,1334.17,NewEgg,ONLINE,PayPal
RTN-97572823,ORD-78331932,CUST-7334,timothy.lane@hotmail.com,2026-05-06,Arrived damaged,Refund,1218.55,Ebay,ONLINE,Google Pay
RTN-59370008,ORD-25332695,CUST-7881,raymond.hart@yahoo.com,2026-06-27,Item arrived late,Refund,2975.24,Web,ONLINE,Credit Card
RTN-61650511,ORD-24989649,CUST-9604,anthony.williams@hotmail.com,2026-08-05,  no longer needed  ,Refund,805.09,NewEgg,ONLINE,Credit Card
RTN-83720202,ORD-78178765,CUST-11081,stephanie.lopez@yahoo.com,2026-05-13,Arrived damaged,Refund,468.88,Web,ONLINE,Credit Card
RTN-92210055,ORD-43773364,CUST-5669,jennifer.alvarado@yahoo.com,2026-05-09,Item arrived late,Refund,2438.56,Social Media,ONLINE,Credit Card
RTN-65363266,ORD-43773364,CUST-5669,jennifer.alvarado@yahoo.com,2026-06-03,Product did not match description,Refund,0.0,Social Media,ONLINE,Credit Card
RTN-17448644,ORD-46818923,CUST-5921,lisa.dorsey@gmail.com,2026-05-05,Found a better price,Refund,311.8,Phone,CSR-0017,Credit Card
RTN-75880872,ORD-91591730,CUST-8897,emily.hansen@hotmail.com,2026-05-03,Defective,Refund,862.26,Web,ONLINE,Credit Card
RTN-30396176,ORD-79671551,CUST-8832,thomas.hardy@yahoo.com,2026-09-26,Damaged in transit,REFUND,598.15,web,ONLINE,Apple Pay
RTN-94793424,ORD-00442816,CUST-7547,todd.wilson@yahoo.com,2026-04-17,product did not match description,Refund,1042.5,Web,ONLINE,Credit Card
RTN-27529554,ORD-97006755,CUST-8946,michelle.brown@gmail.com,2026-05-13,Arrived damaged,Refund,1523.78,Phone,CSR-0004,Credit Card
RTN-82866121,ORD-74685561,CUST-8595,madison.hall@yahoo.com,2026-04-19,Product did not match description,Refund,2003.23,Ebay,ONLINE,Apple Pay
RTN-99615169,ORD-03943408,CUST-10798,melissa.bradford@hotmail.com,2026-05-14,Arrived damaged,Refund,675.42,Phone,CSR-0006,Credit Card
RTN-59742853,ORD-55997833,CUST-9609,laura.harvey@gmail.com,2026-04-22,Wrong item,Refund,73.18,NewEgg,ONLINE,PayPal
RTN-27750412,ORD-25404738,CUST-10017,kenneth.simmons@yahoo.com,2026-05-02, Found a better price  ,Refund,611.95,Web,ONLINE,Credit Card
RTN-88837987,ORD-28730936,CUST-9528,jacob.perry@yahoo.com,2026-04-26,Item arrived late,Refund,500.36,Ebay,ONLINE,Credit Card
RTN-42876462,ORD-95656035,CUST-8513,maureen.mills@yahoo.com,2026-04-24,Wrong item,Refund,1518.1,phone,CSR-0019,Credit Card
RTN-81605941,ORD-78966963,CUST-10493,eric.snyder@gmail.com,2026-07-11,Defective,Refund,120.02,Phone,CSR-0008,Credit Card
RTN-13327117,ORD-10193195,CUST-9262,jeffrey.luna@yahoo.com,2026-04-21,Arrived damaged,Refund,862.89,Phone,CSR-0019,Credit Card
RTN-34475885,ORD-88292409,CUST-7530,thomas.cuevas@yahoo.com,2026-05-12,Item arrived late,Refund,4339.27,web,ONLINE,Credit Card
RTN-99338447,ORD-47995638,CUST-8759,russell.rogers@hotmail.com,2026-06-07,Changed mind, Refund ,1202.09,Social Media,ONLINE,Credit Card
RTN-94247755,ORD-81795543,CUST-6921,john.davidson@yahoo.com,2026-05-24,  Arrived damaged  ,Refund,2219.83,  Web  ,ONLINE,PayPal
RTN-04944525,ORD-81795543,CUST-6921,john.davidson@yahoo.com,2026-05-28,Found a better price,Refund,0.0,web,ONLINE,PayPal
RTN-65136636,ORD-07215415,GUEST-103766,kramerdavid@example.com,2026-05-12,Wrong item,Refund,772.44,Web,ONLINE,Credit Card
RTN-30359996,ORD-71449209,CUST-5572,christopher.wade@yahoo.com,2026-05-09,Wrong item,Refund,679.91,NewEgg,ONLINE,Credit Card
RTN-69294560,ORD-71317971,CUST-5296,joe.park@yahoo.com,2026-05-15,Found a better price,Refund,160.54,Ebay,ONLINE,Credit Card
RTN-82733090,ORD-50155986,CUST-9089,justin.yoder@gmail.com,2026-04-22,Wrong item,Refund,2165.58,Phone,CSR-0008,Apple Pay
RTN-94325949,ORD-90269027,CUST-10660,robert.pearson@hotmail.com,2026-06-08,Found a better price, Refund  ,394.76,Ebay,ONLINE,Apple Pay
RTN-84026483,ORD-98524223,CUST-7675,jeffery.larson@hotmail.com,2026-05-16,Arrived damaged,Refund,145.55,Social Media,ONLINE,Credit Card
RTN-51872659,ORD-51388952,GUEST-102635,shelleyhurley@example.net,2026-04-25,No longer needed,Refund,205.14,Web,,PayPal
RTN-74565846,ORD-51388952,GUEST-102635,shelleyhurley@example.net,2026-05-06,No longer needed,Refund,1267.29,Web,ONLINE,PayPal
RTN-36376052,ORD-33891408,CUST-10328,robert.white@yahoo.com,2026-04-23,Changed mind,  Refund ,48.09,Social Media,ONLINE,PayPal
RTN-26168816,ORD-93102085,CUST-10747,kirk.massey@hotmail.com,2026-04-29,Product did not match description,Refund,1623.43,Social Media,ONLINE,Google Pay
RTN-05837039,ORD-97590216,CUST-9183,barbara.smith@yahoo.com,2026-04-18,Wrong item,Refund,287.08,Phone,CSR-0013,Credit Card
RTN-25583121,ORD-12986913,CUST-8738,michael.black@yahoo.com,2026-05-08,Item arrived late,Refund,2077.08,Social Media,ONLINE,Credit Card
RTN-89094394,ORD-12986913,CUST-8738,michael.black@yahoo.com,2026-06-25,  Changed mind  ,Refund,97.66,Social Media,ONLINE,Credit Card
RTN-50231226,ORD-20473779,GUEST-100125,levi81@example.org,2026-05-01,Found a better price,Refund,677.63,Phone,CSR-0019,PayPal
RTN-71431441,ORD-26966425,CUST-7009,maria.johnson@yahoo.com,2026-05-16,Found a better price,Refund,442.98,NewEgg,ONLINE,Credit Card
RTN-99654442,ORD-11270142,CUST-9644,john.crawford@yahoo.com,2026-05-04,Arrived damaged,Refund,1824.57,Web,ONLINE,Apple Pay
